class_id,class_name,support,predicted,precision,recall,f1
212,Reposition and cut,0,0,0.0,0.0,0.0
213,Hold quilling paper,0,0,0.0,0.0,0.0
214,Roll quilling paper,0,0,0.0,0.0,0.0
215,Release paper coil,0,3,0.0,0.0,0.0
216,Pick up paper strip,0,1,0.0,0.0,0.0
217,Manipulate quilled paper strip,0,0,0.0,0.0,0.0
218,Release and prepare new strip,0,0,0.0,0.0,0.0
219,Manipulate small paper segment,0,1,0.0,0.0,0.0
220,Place down paper segment,0,2,0.0,0.0,0.0
221,Reach for paper strips,0,1,0.0,0.0,0.0
222,Browse and interact with phone interface,0,4,0.0,0.0,0.0
223,Interacting with phone screen,0,0,0.0,0.0,0.0
224,Pick up light blue strip,0,8,0.0,0.0,0.0
225,Inspect strip,0,0,0.0,0.0,0.0
226,Manipulate light blue strip,0,1,0.0,0.0,0.0
227,Cut cardboard tube,0,2,0.0,0.0,0.0
228,Stacking cardboard pieces,0,14,0.0,0.0,0.0
229,Moving hand,0,0,0.0,0.0,0.0
230,Position cardboard for cutting,0,0,0.0,0.0,0.0
231,Place cardboard piece,0,0,0.0,0.0,0.0
232,Pick up cardboard piece,0,0,0.0,0.0,0.0
233,Cut cardboard piece with scissors,0,0,0.0,0.0,0.0
234,Release cardboard piece,0,4,0.0,0.0,0.0
235,Walk across office,0,0,0.0,0.0,0.0
236,Cut cardboard into triangles,0,0,0.0,0.0,0.0
237,Cut cardboard shape,0,53,0.0,0.0,0.0
238,Pick up cardboard cutout,0,9,0.0,0.0,0.0
239,Walk with cardboard cutout,0,0,0.0,0.0,0.0
240,Approach workstation,0,4,0.0,0.0,0.0
241,Organize tools and materials,0,0,0.0,0.0,0.0
242,Cut cardboard triangle,0,0,0.0,0.0,0.0
243,Holding marker,0,32,0.0,0.0,0.0
244,Lift utility knife,0,0,0.0,0.0,0.0
245,Inspect cardboard piece,0,0,0.0,0.0,0.0
246,Position cardboard piece,0,0,0.0,0.0,0.0
247,Align scissors,0,0,0.0,0.0,0.0
248,Cut cardboard strip,0,0,0.0,0.0,0.0
249,Position cardboard strip,0,4,0.0,0.0,0.0
250,Inspect cardboard strip,0,0,0.0,0.0,0.0
251,Align cardboard piece,0,0,0.0,0.0,0.0
252,Complete the cut,0,0,0.0,0.0,0.0
253,Put down utility knife,0,1,0.0,0.0,0.0
254,Fold cardboard,0,10,0.0,0.0,0.0
255,Pick up utility knife,18,0,0.0,0.0,0.0
256,Hold utility knife,0,1,0.0,0.0,0.0
257,Pick up cardboard strip,0,0,0.0,0.0,0.0
258,Place cardboard strip,0,2,0.0,0.0,0.0
259,Place cans into box,0,0,0.0,0.0,0.0
260,Arrange cans in box,0,0,0.0,0.0,0.0
261,Reach for can,0,0,0.0,0.0,0.0
262,Arrange cans on shelf,0,3,0.0,0.0,0.0
263,Reach for additional items,0,0,0.0,0.0,0.0
264,Reach for container,0,3,0.0,0.0,0.0
265,Adjust position,0,1,0.0,0.0,0.0
266,Prepare to pick up item,0,0,0.0,0.0,0.0
267,Place container in bin,0,0,0.0,0.0,0.0
268,Adjust cans in bin,0,0,0.0,0.0,0.0
269,Hold and inspect can,0,2,0.0,0.0,0.0
270,Adjust perspective,0,1,0.0,0.0,0.0
271,Inspect shelf and organize stock,0,0,0.0,0.0,0.0
272,Placing stock on shelf,0,10,0.0,0.0,0.0
273,Hold small product bag,0,12,0.0,0.0,0.0
274,Position shelving divider,0,2,0.0,0.0,0.0
275,Move away from shelf,0,0,0.0,0.0,0.0
276,Pick up container,0,4,0.0,0.0,0.0
277,Pick up cleaning cloth,0,1,0.0,0.0,0.0
278,Pick up product box,0,4,0.0,0.0,0.0
279,Place box on shelf,0,8,0.0,0.0,0.0
280,Reach for next item,9,3,0.0,0.0,0.0
281,Place plush toy on shelf,0,2,0.0,0.0,0.0
282,Adjust placement on shelf,0,2,0.0,0.0,0.0
283,Move plush toy,0,1,0.0,0.0,0.0
284,Reach for product on shelf,0,0,0.0,0.0,0.0
285,Hold cardboard,0,0,0.0,0.0,0.0
286,Arrange cardboard,0,0,0.0,0.0,0.0
287,Walk with marker,0,0,0.0,0.0,0.0
288,Pick up small object,0,0,0.0,0.0,0.0
289,Walk across room,0,0,0.0,0.0,0.0
290,Place cardboard square on stack,0,0,0.0,0.0,0.0
291,Arrange cardboard squares,0,0,0.0,0.0,0.0
292,Stacking cardboard squares,0,0,0.0,0.0,0.0
293,Stacking cardboard square,0,0,0.0,0.0,0.0
294,Stack cardboard square,0,0,0.0,0.0,0.0
295,Stack cardboard squares,0,0,0.0,0.0,0.0
296,Sorting paper stars,0,0,0.0,0.0,0.0
297,Place star,0,0,0.0,0.0,0.0
298,Sort paper star,0,24,0.0,0.0,0.0
299,Sort paper stars,0,2,0.0,0.0,0.0
300,Place paper star,0,0,0.0,0.0,0.0
301,Walk away,0,1,0.0,0.0,0.0
302,Open door,0,1,0.0,0.0,0.0
303,Walk through doorway,0,2,0.0,0.0,0.0
304,Pick up object,0,0,0.0,0.0,0.0
305,Place item on table,0,4,0.0,0.0,0.0
306,Move phone,24,1,0.0,0.0,0.0
307,Sort and place paper star,0,0,0.0,0.0,0.0
308,Hold cardboard strip,0,0,0.0,0.0,0.0
309,Align cardboard strip,0,1,0.0,0.0,0.0
310,Hold cardboard with ruler,0,0,0.0,0.0,0.0
311,Move utility knife along ruler,0,0,0.0,0.0,0.0
312,Slide utility knife along ruler,0,0,0.0,0.0,0.0
313,Guide utility knife along ruler,0,0,0.0,0.0,0.0
314,Draw line on cardboard,0,0,0.0,0.0,0.0
315,Marking lines on cardboard,0,0,0.0,0.0,0.0
316,Hold craft tool,0,9,0.0,0.0,0.0
317,Approach table,0,12,0.0,0.0,0.0
318,Place tool on table,0,3,0.0,0.0,0.0
319,Move hand toward craft materials,0,17,0.0,0.0,0.0
320,Manipulate paper strips,0,58,0.0,0.0,0.0
321,Pick up blue paper strip,0,7,0.0,0.0,0.0
322,Hold and bend paper strip,0,8,0.0,0.0,0.0
323,Hold small object,0,8,0.0,0.0,0.0
324,Move hand away from workspace,0,6,0.0,0.0,0.0
325,Observe workspace,13,53,0.0,0.0,0.0
326,Place puzzle piece,21,69,0.0,0.0,0.0
327,Release puzzle piece,4,3,0.0,0.0,0.0
328,Scan for next piece,0,21,0.0,0.0,0.0
329,Positioning puzzle piece,0,6,0.0,0.0,0.0
330,Manipulate puzzle pieces,35,24,0.0,0.0,0.0
331,Adjust puzzle piece,11,152,0.07236842105263158,1.0,0.13496932515337423
332,Adjusting puzzle piece,0,2,0.0,0.0,0.0
333,Adjusting a puzzle piece,0,0,0.0,0.0,0.0
334,Draw line along ruler,0,0,0.0,0.0,0.0
335,Reposition ruler,0,0,0.0,0.0,0.0
336,Hold ruler and pen steady,0,0,0.0,0.0,0.0
337,Mark lines on cardboard,0,0,0.0,0.0,0.0
338,Place marker down,0,0,0.0,0.0,0.0
339,Walk across the room,0,0,0.0,0.0,0.0
340,Approach packing area,0,0,0.0,0.0,0.0
341,Pack beads into box,0,0,0.0,0.0,0.0
342,Pick up beads,0,0,0.0,0.0,0.0
343,Deposit beads into box,0,0,0.0,0.0,0.0
344,Pick up cardboard tray,0,0,0.0,0.0,0.0
345,Move tray towards packing area,0,3,0.0,0.0,0.0
346,Position cardboard tray,0,0,0.0,0.0,0.0
347,Cut light green fabric,0,0,0.0,0.0,0.0
348,Continue cutting fabric,0,1,0.0,0.0,0.0
349,Cut fabric with scissors,0,1,0.0,0.0,0.0
350,Adjusting fabric for cutting,0,0,0.0,0.0,0.0
351,Cutting fabric,0,0,0.0,0.0,0.0
352,Mark fabric with pen,0,0,0.0,0.0,0.0
353,Mark fabric,0,4,0.0,0.0,0.0
354,Mark fabric with pen and ruler,0,0,0.0,0.0,0.0
355,Carry cardboard piece,0,0,0.0,0.0,0.0
356,Pick up electronic accessory from box,0,0,0.0,0.0,0.0
357,Place accessory on shelf,0,0,0.0,0.0,0.0
358,Pick up accessory,0,0,0.0,0.0,0.0
359,Reach towards shelf,0,0,0.0,0.0,0.0
360,Place accessory into box,0,0,0.0,0.0,0.0
361,Pick up new electronic product,0,0,0.0,0.0,0.0
362,Pick up electronic product,0,0,0.0,0.0,0.0
363,Move hand back to box,0,0,0.0,0.0,0.0
364,Move product towards shelf,0,0,0.0,0.0,0.0
365,Walk with shopping bag,0,0,0.0,0.0,0.0
366,Pick up item from box,0,0,0.0,0.0,0.0
367,Move towards box,0,9,0.0,0.0,0.0
368,Hold items,0,4,0.0,0.0,0.0
369,Place items on shelf,0,8,0.0,0.0,0.0
370,Move to box,0,4,0.0,0.0,0.0
371,Move box to next position,0,2,0.0,0.0,0.0
372,Hold snack package,0,0,0.0,0.0,0.0
373,Place snack package on shelf,0,0,0.0,0.0,0.0
374,Place snack package in box,0,0,0.0,0.0,0.0
375,Hold snack packages,0,2,0.0,0.0,0.0
376,Pick up snack packages,0,13,0.0,0.0,0.0
377,Walk towards shelves,9,1,0.0,0.0,0.0
378,Pick up snack package,0,8,0.0,0.0,0.0
379,Organize snacks in box,0,0,0.0,0.0,0.0
380,Adjust snack package,0,6,0.0,0.0,0.0
381,Open cardboard box,0,5,0.0,0.0,0.0
382,Remove cardboard flap,0,2,0.0,0.0,0.0
383,Align plastic containers,0,0,0.0,0.0,0.0
384,Reach for items,0,0,0.0,0.0,0.0
385,Adjust containers on shelf,0,0,0.0,0.0,0.0
386,Adjust container position,0,0,0.0,0.0,0.0
387,Withdraw hand,0,0,0.0,0.0,0.0
388,Place container on shelf,0,0,0.0,0.0,0.0
389,Place item in shopping bag,0,1,0.0,0.0,0.0
390,Grasp item,0,0,0.0,0.0,0.0
391,Move item to bag,0,0,0.0,0.0,0.0
392,Pick up plush toy,0,0,0.0,0.0,0.0
393,Place plush toy into bag,0,0,0.0,0.0,0.0
394,Grasp shopping bag,0,2,0.0,0.0,0.0
395,Prepare to place item in bag,0,0,0.0,0.0,0.0
396,Organize bag contents,0,0,0.0,0.0,0.0
397,Grasp and retrieve item,0,0,0.0,0.0,0.0
398,Place item into shopping bag,0,0,0.0,0.0,0.0
399,Sort star-shaped beads,16,0,0.0,0.0,0.0
400,Sort beads on the table,0,0,0.0,0.0,0.0
401,Sort beads on table,0,0,0.0,0.0,0.0
402,Hold instructional sign,0,1,0.0,0.0,0.0
403,Pick up star-shaped bead,0,17,0.0,0.0,0.0
404,Place bead on table,0,1,0.0,0.0,0.0
405,Reposition sign and organize beads,0,9,0.0,0.0,0.0
406,Reposition ruler and pen,0,0,0.0,0.0,0.0
407,Reposition pen and prepare for next line,0,0,0.0,0.0,0.0
408,Draw straight lines on cardboard,0,0,0.0,0.0,0.0
409,Draw lines with ruler,0,0,0.0,0.0,0.0
410,Sort origami stars,0,0,0.0,0.0,0.0
411,Walk in hallway,0,0,0.0,0.0,0.0
412,Reach for stars,0,0,0.0,0.0,0.0
413,Walk towards desk,0,0,0.0,0.0,0.0
414,Grasp origami stars,0,0,0.0,0.0,0.0
415,Place stars in container,0,1,0.0,0.0,0.0
416,Sort light blue origami stars,0,0,0.0,0.0,0.0
417,Sort origami stars by color,0,0,0.0,0.0,0.0
418,Move origami stars,0,0,0.0,0.0,0.0
419,Put down scissors,0,0,0.0,0.0,0.0
420,Use smartphone,70,0,0.0,0.0,0.0
421,Pick up water bottle,0,4,0.0,0.0,0.0
422,Hold water bottle,0,0,0.0,0.0,0.0
423,Place water bottle on table,0,0,0.0,0.0,0.0
424,Hold phone,0,0,0.0,0.0,0.0
425,Hold and view phone,0,0,0.0,0.0,0.0
426,Cut cardboard pieces with scissors,0,30,0.0,0.0,0.0
427,Vacuum the carpet,0,0,0.0,0.0,0.0
428,Push vacuum cleaner,0,0,0.0,0.0,0.0
429,Adjust vacuum cleaner position,0,0,0.0,0.0,0.0
430,Vacuuming carpet edge,0,1,0.0,0.0,0.0
431,Vacuum edge of carpet,0,0,0.0,0.0,0.0
432,Vacuuming carpet corner,0,2,0.0,0.0,0.0
433,Vacuuming the carpet edge,0,0,0.0,0.0,0.0
434,Move vacuum cleaner,0,0,0.0,0.0,0.0
435,Vacuuming along the wall edge,0,0,0.0,0.0,0.0
436,Fold paper strip into star,0,0,0.0,0.0,0.0
437,Arrange Mahjong tiles,0,0,0.0,0.0,0.0
438,Rearrange Mahjong tiles,0,0,0.0,0.0,0.0
439,Adjust Mahjong tiles,0,0,0.0,0.0,0.0
440,Reach for Mahjong tiles,0,0,0.0,0.0,0.0
441,Rearrange Mahjong tile,0,2,0.0,0.0,0.0
442,Adjust Mahjong tile,0,0,0.0,0.0,0.0
443,Align Mahjong tiles,0,0,0.0,0.0,0.0
444,Move Mahjong tile,0,0,0.0,0.0,0.0
445,Realign Mahjong tiles,0,2,0.0,0.0,0.0
446,Cut cardboard square,0,0,0.0,0.0,0.0
447,Trim cardboard piece,0,0,0.0,0.0,0.0
448,Pick up cereal boxes,0,0,0.0,0.0,0.0
449,Carry cereal boxes,0,6,0.0,0.0,0.0
450,Carry cereal towards aisle,0,6,0.0,0.0,0.0
451,Carry pasta box towards aisle,0,2,0.0,0.0,0.0
452,Pick up container from box,0,3,0.0,0.0,0.0
453,Hold container,0,144,0.0,0.0,0.0
454,Reach for items in box,0,3,0.0,0.0,0.0
455,Pick up grocery item,0,8,0.0,0.0,0.0
456,Carry item to shelf,0,3,0.0,0.0,0.0
457,Move to stock products,0,1,0.0,0.0,0.0
458,Wipe shelf surface,0,0,0.0,0.0,0.0
459,Move cardboard box,0,0,0.0,0.0,0.0
460,Place snack on shelf,0,0,0.0,0.0,0.0
461,Retrieve snack from container,0,0,0.0,0.0,0.0
462,Pick up gift box,0,0,0.0,0.0,0.0
463,Pick up next gift box,0,0,0.0,0.0,0.0
464,Pick up snack pouch,0,1,0.0,0.0,0.0
465,Place snack pouch in container,0,0,0.0,0.0,0.0
466,Reach for snack pouch,0,0,0.0,0.0,0.0
467,Move storage bin,0,0,0.0,0.0,0.0
468,Reach for shelf,0,0,0.0,0.0,0.0
469,Hold bin and move through aisle,0,0,0.0,0.0,0.0
470,Remove storage bin from shelf,0,1,0.0,0.0,0.0
471,Reach for empty shelf space,0,0,0.0,0.0,0.0
472,Grasp plastic bag on shelf,0,0,0.0,0.0,0.0
473,Remove plastic container from shelf,0,261,0.0,0.0,0.0
474,Arrange plastic containers,0,0,0.0,0.0,0.0
475,Retrieve another container,0,0,0.0,0.0,0.0
476,Arrange container on shelf,0,0,0.0,0.0,0.0
477,Hold smartphone,42,0,0.0,0.0,0.0
478,Place smartphone on desk,0,0,0.0,0.0,0.0
479,Reach for water bottle,0,0,0.0,0.0,0.0
480,Hold scissors,0,0,0.0,0.0,0.0
481,Cut newspaper,0,0,0.0,0.0,0.0
482,Continue cutting newspaper,0,0,0.0,0.0,0.0
483,Place scissors on table,0,0,0.0,0.0,0.0
484,Move scissors away,0,0,0.0,0.0,0.0
485,Place scissors down,0,0,0.0,0.0,0.0
486,Arrange tiles into row,0,0,0.0,0.0,0.0
487,Adjust tile row alignment,0,0,0.0,0.0,0.0
488,Adjust Mahjong tile alignment,0,0,0.0,0.0,0.0
489,Adjust Mahjong tile on the stack,0,0,0.0,0.0,0.0
490,Pick up Mahjong tile,0,0,0.0,0.0,0.0
491,Place Mahjong tile on the stack,0,0,0.0,0.0,0.0
492,Place Mahjong tile on stack,0,0,0.0,0.0,0.0
493,Hold ruler and draw line,0,0,0.0,0.0,0.0
494,Draw line,0,0,0.0,0.0,0.0
495,Mark lines with pen along ruler,0,0,0.0,0.0,0.0
496,Hold ruler and mark cardboard,0,0,0.0,0.0,0.0
497,Hold ruler and marker,0,0,0.0,0.0,0.0
498,Inspect charging case,0,14,0.0,0.0,0.0
499,Place charging case down,0,0,0.0,0.0,0.0
500,Hold paper strip,0,0,0.0,0.0,0.0
501,Measure and mark cardboard,0,0,0.0,0.0,0.0
502,Hold and align cardboard,0,0,0.0,0.0,0.0
503,Position cardboard tube,0,0,0.0,0.0,0.0
504,Cut cardboard strip with scissors,0,0,0.0,0.0,0.0
505,Scroll on smartphone,0,0,0.0,0.0,0.0
506,Tap smartphone screen,0,0,0.0,0.0,0.0
507,Scroll through photo gallery,0,0,0.0,0.0,0.0
508,Typing message on smartphone,0,0,0.0,0.0,0.0
509,Typing on smartphone,0,0,0.0,0.0,0.0
510,Tapping smartphone screen,0,0,0.0,0.0,0.0
511,Putting away smartphone,0,0,0.0,0.0,0.0
512,Stop measuring and put down tools,0,0,0.0,0.0,0.0
513,Draw line with pen,0,0,0.0,0.0,0.0
