class_name,support,predicted,precision,recall,f1
Align ruler and draw line,0,1,0.0,0.0,0.0
Cutting cardboard with scissors,0,8,0.0,0.0,0.0
Cutting and adjusting cardboard pieces,0,1,0.0,0.0,0.0
Cutting cardboard with scissors and checking phone,0,13,0.0,0.0,0.0
Cutting cardboard with utility knife,0,61,0.0,0.0,0.0
Cut cardboard with utility knife,0,1,0.0,0.0,0.0
Sorting origami stars,0,1,0.0,0.0,0.0
Marking list and moving blue beads,0,1,0.0,0.0,0.0
Writing on paper and sorting blue beads,0,1,0.0,0.0,0.0
Counting and recording paper stars,0,3,0.0,0.0,0.0
Arranging paper stars,0,1,0.0,0.0,0.0
Returning to desk,0,1,0.0,0.0,0.0
Marking paper and adjusting piles,0,1,0.0,0.0,0.0
Adjusting marker and ruler,0,4,0.0,0.0,0.0
folding paper strips into stars,0,1,0.0,0.0,0.0
Retrieving items from bag,0,10,0.0,0.0,0.0
Finalizing and releasing folded paper,0,77,0.0,0.0,0.0
Adjusting items and reaching for stock,0,28,0.0,0.0,0.0
Finalizing the craft assembly,0,4,0.0,0.0,0.0
Expanding and adjusting lantern shape,0,1,0.0,0.0,0.0
Final button arrangement,0,1,0.0,0.0,0.0
Folding lucky star,0,1,0.0,0.0,0.0
Connecting power cables to a portable charger,0,1,0.0,0.0,0.0
Folding paper strip,0,13,0.0,0.0,0.0
Folding paper strip into lucky star,0,2,0.0,0.0,0.0
