class_name,support,predicted,precision,recall,f1
Stir contents,1,0,0.0,0.0,0.0
Use phone,2,0,0.0,0.0,0.0
Use phone while crafting,1,0,0.0,0.0,0.0
Use smartphone,5,0,0.0,0.0,0.0
Walk towards other aisles,1,3,0.0,0.0,0.0
Walk towards shelves,1,0,0.0,0.0,0.0
Walking towards door,1,2,0.0,0.0,0.0
Washing hands in sink,1,0,0.0,0.0,0.0
Wipe kitchen counter,1,0,0.0,0.0,0.0
Wiping countertop,1,0,0.0,0.0,0.0
Write count on paper,1,0,0.0,0.0,0.0
Write on paper,1,0,0.0,0.0,0.0
