class_name,support,predicted,precision,recall,f1
Approach workstation,0,85,0.0,0.0,0.0
Walk through the room,0,9,0.0,0.0,0.0
Approach packing area,0,28,0.0,0.0,0.0
Walking through classroom,0,15,0.0,0.0,0.0
Walking through the office,0,10,0.0,0.0,0.0
Enter the room,0,1,0.0,0.0,0.0
Enter workspace,0,1,0.0,0.0,0.0
Manipulate paper strips,0,227,0.0,0.0,0.0
Fold paper strip,0,20,0.0,0.0,0.0
Fold purple paper strip,0,45,0.0,0.0,0.0
fold purple ribbon,0,5,0.0,0.0,0.0
Fold and organize paper strips,0,10,0.0,0.0,0.0
Fold paper strip into star,0,176,0.0,0.0,0.0
Cut cardboard strip with scissors,0,8,0.0,0.0,0.0
Fold paper strip into knot,0,4,0.0,0.0,0.0
Move towards shelf,0,60,0.0,0.0,0.0
Move along shelf,0,30,0.0,0.0,0.0
Move along the shelf,0,7,0.0,0.0,0.0
Move cardboard to pile,0,1,0.0,0.0,0.0
Move to next section,0,1,0.0,0.0,0.0
Carry stool to next shelf,0,3,0.0,0.0,0.0
Adjust position,0,15,0.0,0.0,0.0
Adjust retail item position,0,8,0.0,0.0,0.0
Washing hands,0,37,0.0,0.0,0.0
Adjust retail items on shelf,0,58,0.0,0.0,0.0
Adjust grip on container,0,25,0.0,0.0,0.0
Adjust cardboard position,0,4,0.0,0.0,0.0
Adjusting canned goods on shelf,0,38,0.0,0.0,0.0
Stack cardboard pieces,0,161,0.0,0.0,0.0
Wipe the shelf,0,11,0.0,0.0,0.0
Approach restocking supplies,0,3,0.0,0.0,0.0
Pick up snack package,0,11,0.0,0.0,0.0
Pick up cardboard piece,0,6,0.0,0.0,0.0
Move along the shelves,0,3,0.0,0.0,0.0
Adjusting fabric for cutting,0,16,0.0,0.0,0.0
Pick up charging cable,0,5,0.0,0.0,0.0
Adjusting fabric position,0,6,0.0,0.0,0.0
Cut along the edge of the newspaper,0,2,0.0,0.0,0.0
Remove lantern part from packaging,0,1,0.0,0.0,0.0
Cut along the newspaper edge,0,1,0.0,0.0,0.0
Pick up next product from bin,0,1,0.0,0.0,0.0
Hold power adapter,0,1,0.0,0.0,0.0
Pick up next item from bin,0,1,0.0,0.0,0.0
Wipe shelf,0,1,0.0,0.0,0.0
Hold electronic item,0,1,0.0,0.0,0.0
Hold small white box,0,2,0.0,0.0,0.0
Arrange items on shelf,0,7,0.0,0.0,0.0
Arrange canned products on shelf,0,86,0.0,0.0,0.0
Arrange cans in box,0,26,0.0,0.0,0.0
Place snack package on shelf,0,3,0.0,0.0,0.0
Discard item into bin,0,1,0.0,0.0,0.0
Adjust snack package,0,1,0.0,0.0,0.0
Arrange cardboard,0,1,0.0,0.0,0.0
Align cardboard piece,0,1,0.0,0.0,0.0
Adjust canned goods on shelf,0,16,0.0,0.0,0.0
Arrange cans on shelf,0,6,0.0,0.0,0.0
Place jar in box,0,7,0.0,0.0,0.0
Adjust canned goods in tray,0,5,0.0,0.0,0.0
Adjust placement on shelf,0,1,0.0,0.0,0.0
Place canned food in container,0,7,0.0,0.0,0.0
Adjust cans in container,0,3,0.0,0.0,0.0
Wipe the product jar,0,20,0.0,0.0,0.0
Adjust container on shelf,0,1,0.0,0.0,0.0
Browse and interact with phone interface,0,77,0.0,0.0,0.0
Hold small product bag,0,1,0.0,0.0,0.0
Arrange tiles into row,0,24,0.0,0.0,0.0
Observe desktop layout,0,80,0.0,0.0,0.0
Carry cardboard piece,0,1,0.0,0.0,0.0
Arrange star-shaped beads,0,188,0.0,0.0,0.0
Sort blue star-shaped pieces,0,5,0.0,0.0,0.0
Sort blue beads,0,2,0.0,0.0,0.0
Sort beads by color,0,15,0.0,0.0,0.0
Adjust smartphone and sort pieces,0,123,0.0,0.0,0.0
Observe paper and count objects,0,53,0.0,0.0,0.0
Interact with phone,0,4,0.0,0.0,0.0
Browse mobile phone,0,4,0.0,0.0,0.0
Manipulate colorful pieces,0,140,0.0,0.0,0.0
Manipulate paper quilling piece,0,72,0.0,0.0,0.0
Use phone to check instructions,0,3,0.0,0.0,0.0
Interact with smartphone screen,0,2,0.0,0.0,0.0
Manipulate paper star,0,30,0.0,0.0,0.0
Adjusting puzzle piece,0,16,0.0,0.0,0.0
Move to box,0,7,0.0,0.0,0.0
unknown,0,21,0.0,0.0,0.0
Move away from workstation,0,7,0.0,0.0,0.0
Vacuuming the carpet edge,0,8,0.0,0.0,0.0
Vacuuming carpet edge,0,4,0.0,0.0,0.0
Vacuum the carpet,0,1,0.0,0.0,0.0
Wash hands,0,55,0.0,0.0,0.0
Stacking cardboard squares,0,14,0.0,0.0,0.0
Adjust grip,0,1,0.0,0.0,0.0
Wipe the plastic jar,0,65,0.0,0.0,0.0
Adjust tile row alignment,0,1,0.0,0.0,0.0
Retract camera/reposition view,0,16,0.0,0.0,0.0
Dry hands,0,4,0.0,0.0,0.0
Move ruler,0,1,0.0,0.0,0.0
Move towards cardboard,0,2,0.0,0.0,0.0
Write on notepad,0,170,0.0,0.0,0.0
Adjust Mahjong tile alignment,0,9,0.0,0.0,0.0
Arrange Mahjong tiles,0,2,0.0,0.0,0.0
Cut cardboard into triangles,0,51,0.0,0.0,0.0
Continue cutting fabric,0,1,0.0,0.0,0.0
Arrange red buttons,0,9,0.0,0.0,0.0
Move towards table,0,4,0.0,0.0,0.0
Adjust foam strip,0,2,0.0,0.0,0.0
Vacuuming carpet corner,0,1,0.0,0.0,0.0
Stacking cardboard pieces,0,1,0.0,0.0,0.0
Move to desk,0,2,0.0,0.0,0.0
Adjust Mahjong tile on the stack,0,2,0.0,0.0,0.0
Move camera over surface,0,1,0.0,0.0,0.0
Adjust Mahjong tiles,0,2,0.0,0.0,0.0
Arrange cardboard squares,0,1,0.0,0.0,0.0
Adjust Mahjong tile,0,1,0.0,0.0,0.0
Arrange cardboard pieces,0,3,0.0,0.0,0.0
Cut cardboard square,0,1,0.0,0.0,0.0
Arrange small buttons,0,17,0.0,0.0,0.0
Arrange buttons on the table,0,213,0.0,0.0,0.0
Arrange buttons in row,0,6,0.0,0.0,0.0
Arrange orange buttons,0,3,0.0,0.0,0.0
Arrange buttons on table,0,6,0.0,0.0,0.0
Type on smartphone,0,8,0.0,0.0,0.0
Adjust red button position,0,1,0.0,0.0,0.0
Adjust red button in row,0,6,0.0,0.0,0.0
Hold and view phone,0,2,0.0,0.0,0.0
Hold water bottle,0,1,0.0,0.0,0.0
Hold and inspect can,0,2,0.0,0.0,0.0
Hold device and cable,0,1,0.0,0.0,0.0
Hold phone,0,1,0.0,0.0,0.0
Place smartphone on shelf,0,1,0.0,0.0,0.0
Place item in bag,0,2,0.0,0.0,0.0
Move vacuum cleaner,0,1,0.0,0.0,0.0
Approaching the door,0,2,0.0,0.0,0.0
Sweep floor debris,0,19,0.0,0.0,0.0
Close cardboard box,0,1,0.0,0.0,0.0
Pick up container,0,1,0.0,0.0,0.0
Cut cardboard pieces with scissors,0,81,0.0,0.0,0.0
Move utility knife along ruler,0,4,0.0,0.0,0.0
Finish washing hands,0,2,0.0,0.0,0.0
Retrieve paper strips,0,3,0.0,0.0,0.0
Move storage bin,0,1,0.0,0.0,0.0
Pick up oil bottle,0,1,0.0,0.0,0.0
Place container on floor,0,2,0.0,0.0,0.0
Reorganize bin contents,0,9,0.0,0.0,0.0
Arrange plastic containers,0,1,0.0,0.0,0.0
Adjust cans in bin,0,1,0.0,0.0,0.0
Place container on shelf,0,3,0.0,0.0,0.0
Move canned goods container,0,1,0.0,0.0,0.0
Place pot lid back,0,2,0.0,0.0,0.0
Marking cardboard squares,0,5,0.0,0.0,0.0
Cut cardboard with utility knife,0,131,0.0,0.0,0.0
Mark cardboard with pen,0,11,0.0,0.0,0.0
Marking cardboard with pen,0,10,0.0,0.0,0.0
Hold and align cardboard,0,2,0.0,0.0,0.0
Labeling cardboard squares,0,2,0.0,0.0,0.0
Stack cardboard square,0,2,0.0,0.0,0.0
Reposition ruler and pen,0,1,0.0,0.0,0.0
Cut cardboard piece with scissors,0,11,0.0,0.0,0.0
Cut cardboard triangle,0,1,0.0,0.0,0.0
Stack cardboard piece,0,1,0.0,0.0,0.0
Manipulate cardboard sheet,0,2,0.0,0.0,0.0
Continue folding paper strip,0,3,0.0,0.0,0.0
Hold small cardboard pieces,0,1,0.0,0.0,0.0
Hold cardboard with ruler,0,7,0.0,0.0,0.0
Mark lines with pen along ruler,0,1,0.0,0.0,0.0
Move ruler and tools,0,1,0.0,0.0,0.0
Place cardboard piece,0,3,0.0,0.0,0.0
Mark lines on cardboard,0,4,0.0,0.0,0.0
Place phone on desk,0,1,0.0,0.0,0.0
Cut cardboard with scissors,0,11,0.0,0.0,0.0
Draw line on cardboard,0,14,0.0,0.0,0.0
Draw line with pen,0,4,0.0,0.0,0.0
Slide utility knife along ruler,0,3,0.0,0.0,0.0
Mark cardboard with pen and ruler,0,1,0.0,0.0,0.0
Guide utility knife along ruler,0,1,0.0,0.0,0.0
Cut cardboard strip with utility knife,0,22,0.0,0.0,0.0
Cut cardboard along line,0,4,0.0,0.0,0.0
Approach desk,0,1,0.0,0.0,0.0
Align ruler,0,2,0.0,0.0,0.0
Adjust ruler position,0,3,0.0,0.0,0.0
Count and arrange paper stars,0,1,0.0,0.0,0.0
Manipulate star,0,1,0.0,0.0,0.0
Sort colorful pieces,0,2,0.0,0.0,0.0
Adjust bead piles,0,1,0.0,0.0,0.0
Gathering colored beads,0,1,0.0,0.0,0.0
Pick up electronic accessory,0,11,0.0,0.0,0.0
Wipe electronic item,0,2,0.0,0.0,0.0
Organize bag contents,0,13,0.0,0.0,0.0
Hold electronic accessory,0,2,0.0,0.0,0.0
Adjust red button,0,13,0.0,0.0,0.0
Pick up gift box,0,3,0.0,0.0,0.0
Place gift box into bin,0,2,0.0,0.0,0.0
Pick up electronic item,0,4,0.0,0.0,0.0
Pick up retail item,0,2,0.0,0.0,0.0
Place item into shopping bag,0,1,0.0,0.0,0.0
Place item into bag,0,1,0.0,0.0,0.0
Arrange lanterns on shelf,0,1,0.0,0.0,0.0
Pick up snack pouch,0,2,0.0,0.0,0.0
Hold and align paper strip,0,1,0.0,0.0,0.0
Manipulate cable plug,0,1,0.0,0.0,0.0
Manipulate paper piece,0,1,0.0,0.0,0.0
