class_name,support,predicted,precision,recall,f1
Search for and pick up puzzle piece,27,0,0.0,0.0,0.0
Secure lantern with adhesive,30,0,0.0,0.0,0.0
Secure paper edges with adhesive,37,0,0.0,0.0,0.0
Setting up smartphone,7,0,0.0,0.0,0.0
Sort and adjust button line,29,0,0.0,0.0,0.0
Sort and arrange buttons,32,0,0.0,0.0,0.0
Sort and group beads,22,0,0.0,0.0,0.0
Sort and place buttons,28,0,0.0,0.0,0.0
Sort and record bead counts,52,0,0.0,0.0,0.0
Sort beads and record count,83,0,0.0,0.0,0.0
Sort buttons,31,0,0.0,0.0,0.0
Sort buttons by color,28,0,0.0,0.0,0.0
Sort craft materials into piles,39,0,0.0,0.0,0.0
Sort puzzle pieces,31,0,0.0,0.0,0.0
Sort small craft pieces,36,0,0.0,0.0,0.0
Stocking multiple cans on the shelf,34,0,0.0,0.0,0.0
Tidying workspace,24,0,0.0,0.0,0.0
Transitioning to smartphone usage,48,0,0.0,0.0,0.0
Unfold paper lantern,19,0,0.0,0.0,0.0
Unpack additional lantern component,14,0,0.0,0.0,0.0
Unpack and place items on shelf,31,0,0.0,0.0,0.0
Use smartphone,30,0,0.0,0.0,0.0
Using a smartphone,31,0,0.0,0.0,0.0
Using phone,21,0,0.0,0.0,0.0
Using phone and resuming work,21,0,0.0,0.0,0.0
Using smartphone,26,0,0.0,0.0,0.0
Walk to shelf location,27,0,0.0,0.0,0.0
Walking to the crafting area,20,0,0.0,0.0,0.0
Wiping counter,10,0,0.0,0.0,0.0
Working with paper strips,69,0,0.0,0.0,0.0
unknown,11,0,0.0,0.0,0.0
Adjusting and placing down paper pieces,0,651,0.0,0.0,0.0
Cutting and adjusting cardboard,0,3235,0.0,0.0,0.0
Cut and reposition utility knife,0,1,0.0,0.0,0.0
Finalizing shelf placement and moving bin,0,6,0.0,0.0,0.0
